player_id,passes,carries,goal_threat,receptions,total_actions,team_passes,team_carries,team_goal_threat,team_receptions,team_total_actions,pass_tendency,carry_tendency,goal_threat_tendency,reception_tendency,pass_influence,carry_influence,goal_threat_influence,reception_influence,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15
404211,126496,95732,4882,8198,235308,1644748,1240797,64974,108012,3058531,0.537576282999303,0.4068369966171996,0.02074727591072127,0.03483944447277611,0.07690904624903025,0.07715363592916488,0.07513774740665496,0.07589897418805318,-162.89183,159.0503,165.81271,-159.96024,165.8561,-153.69164,147.69768,153.59967,-164.41019,-140.77571,-162.2548,-159.91867,-166.8813,-144.48975,-155.6879,-159.11421
609572,85001,64080,3254,6246,158581,1270682,962134,48151,89864,2370831,0.5360099885862746,0.4040837174693059,0.020519482157383293,0.03938681178703628,0.06689399865583993,0.06660194941660932,0.06757907416253037,0.06950502982284341,-196.15834,193.77165,198.88815,-191.87032,199.10217,-182.44131,180.97594,187.22235,-200.04442,-171.79037,-196.31808,-195.97556,-202.9806,-175.49545,-188.96704,-192.51941
813908,68404,51505,2239,4133,126281,1527538,1160953,57984,100188,2846663,0.5416808546020383,0.4078602481766853,0.01773029988676048,0.03272859733451588,0.044780555377345765,0.0443644144078184,0.038614100441501105,0.04125244540264303,-201.57051,201.25966,204.59204,-199.93782,204.87543,-189.2156,184.22636,194.39696,-205.82973,-177.3405,-201.40256,-201.29797,-209.22249,-180.50327,-194.77667,-198.98697
817419,124863,93246,4853,8670,231632,1699527,1270205,65726,114416,3149874,0.5390576431581129,0.40256095876217446,0.020951336602887338,0.03743006147682531,0.07346926527204334,0.07341019756653454,0.0738368377810912,0.07577611522863935,-193.18571,191.44902,196.9026,-191.5231,197.20409,-182.64082,175.56728,184.78825,-195.50867,-168.48611,-194.16316,-191.28151,-200.3356,-173.11699,-185.63402,-190.78688
839428,90703,68586,3393,6571,169253,1691842,1282672,64234,113083,3151831,0.535901874708277,0.40522767690971506,0.02004691201928474,0.03882353636272326,0.05361198031494667,0.053471191387977596,0.052822492760843165,0.058107761555671496,-195.78716,193.81517,198.69661,-192.45978,199.03122,-183.11946,179.835,187.19124,-199.60004,-171.40602,-195.58795,-195.28511,-202.44101,-175.08525,-188.86433,-192.23297
966409,83208,62797,3650,5833,155488,1622923,1226701,64311,109825,3023760,0.535140975509364,0.4038703951430335,0.023474480345750153,0.03751414900185223,0.051270454605671374,0.05119177370850762,0.05675545396588453,0.053111768722968355,-150.57387,149.91502,153.48552,-147.91623,153.03046,-138.24707,138.50871,145.79173,-153.32355,-132.41426,-150.89154,-152.17648,-157.43147,-135.95717,-146.0666,-149.80457
1002430,37194,27846,1810,2626,69476,732651,547849,30944,51131,1362575,0.5353503368069549,0.40080027635442456,0.026052161897633715,0.037797224940986814,0.05076632666849564,0.05082787410399581,0.05849276111685626,0.05135827580137294,-162.90538,160.36147,165.13065,-159.29643,165.24268,-152.02248,150.3215,154.90044,-166.04376,-142.56863,-162.95143,-162.23221,-168.0281,-145.53474,-156.70105,-159.44797
1002433,67024,51262,2358,4127,124771,1229569,943256,48273,77415,2298513,0.5371761066273413,0.4108486747721826,0.01889862227600965,0.033076596324466426,0.054510157624338286,0.054345797959408686,0.04884718165434094,0.053310082025447264,-200.26263,199.53342,203.46246,-198.41531,203.65625,-188.30226,182.86406,192.5216,-204.39847,-175.72508,-199.96574,-199.34639,-207.4326,-179.0236,-193.38672,-197.24136
13962,160694,118721,5958,8953,294326,1754564,1297835,66383,98394,3217176,0.5459728328452125,0.40336565576945294,0.02024285995800575,0.03041865142732888,0.09158628582371461,0.09147618919200053,0.08975189431029028,0.09099132060898023,-93.203835,91.76603,93.76539,-92.79799,95.096565,-87.65563,85.135315,88.94322,-94.18505,-82.08307,-92.897316,-94.43338,-96.779,-83.7607,-89.38866,-92.60659
18321,98798,73422,3785,5617,181622,1805942,1340845,67498,101758,3316043,0.543975950050104,0.40425719351179923,0.020839986345266542,0.030926870092830162,0.054707183287170905,0.054758007077626424,0.05607573557735044,0.055199591186933704,-230.1057,229.41624,234.14278,-227.35803,234.04907,-214.79807,211.01193,221.90561,-234.85565,-202.55011,-230.30879,-230.52953,-239.46544,-206.42044,-222.8309,-227.57834
27201,59215,46050,2267,3057,110589,1317772,1021894,53448,67908,2461022,0.5354510846467551,0.4164066950600874,0.02049932633444556,0.027642893958711987,0.04493569449039743,0.04506338230775404,0.042415057626103876,0.04501678741827178,-152.2233,149.16515,155.01357,-149.5398,155.52878,-143.28096,137.76573,144.21605,-152.92189,-131.16641,-152.60168,-149.44319,-156.18756,-135.71799,-145.34032,-149.12334
34518,95143,73479,3421,5449,177492,1371102,1070752,53420,77005,2572279,0.5360410610055665,0.41398485565546617,0.019274108128817073,0.030699975210150318,0.06939162804809562,0.06862373360031081,0.06403968551104455,0.07076163885461983,-163.86777,164.20033,166.03516,-163.40633,166.39693,-154.46709,149.27739,158.03113,-167.3969,-144.8768,-163.28322,-163.86765,-170.36098,-147.24028,-158.05411,-162.3286
36507,159361,114708,5444,8839,288352,1912490,1381894,67946,105302,3467632,0.5526613305959382,0.3978054599933415,0.018879702585728554,0.030653506824991676,0.08332644876574519,0.08300781391336817,0.08012245018102611,0.08393952631478985,-184.2672,185.58775,186.30595,-184.17366,187.45786,-173.5238,168.47182,178.65239,-188.81384,-163.618,-183.38303,-185.7282,-192.08134,-166.13329,-178.43639,-183.10324
43213,134746,104451,5456,7859,252512,1927335,1493474,77117,112005,3609931,0.5336221644911925,0.4136476682296287,0.021606893929793435,0.031123273349385375,0.06991311837329785,0.06993827813540777,0.07074964015716378,0.0701665104236418,-188.17995,184.35321,190.6971,-183.41934,190.74936,-175.57683,173.57063,178.34744,-191.47833,-164.25679,-188.13309,-186.85112,-193.5267,-167.49042,-180.64716,-183.61162
43292,2373,1629,77,219,4298,350701,270635,11533,23698,656567,0.5521172638436482,0.3790134946486738,0.017915309446254073,0.050953932061423915,0.0067664477717485835,0.006019177120475918,0.006676493540275731,0.009241286184488143,-136.36028,134.1968,138.48291,-133.52625,138.92577,-127.377045,125.2294,129.75517,-138.22267,-118.8191,-136.3596,-135.98784,-140.52875,-122.37987,-131.33447,-133.88634
57238,2125,1359,84,219,3787,218866,162488,6667,17112,405133,0.561130182202271,0.35885925534724056,0.022181146025878003,0.05782941642461051,0.009709137097584824,0.008363694549751366,0.012599370031498426,0.012798036465638148,-122.49666,121.18359,124.69692,-120.678604,124.5329,-113.32394,111.93399,117.51476,-124.37325,-107.765686,-122.06002,-123.52302,-127.640076,-110.222374,-118.31731,-121.47703
67246,104036,80074,3898,5969,193977,1424569,1096659,55255,86072,2662555,0.5363316269454627,0.4128015177057074,0.02009516592173299,0.030771689427097026,0.0730298076119865,0.07301631591953378,0.07054565197719663,0.06934891718561205,-176.5371,177.22073,178.7546,-176.21051,179.28429,-166.49782,160.86522,170.52849,-180.6159,-156.3047,-175.80034,-176.69601,-183.62787,-158.5663,-170.40807,-174.9029
149304,127061,92393,4379,7289,231122,1847686,1343764,64120,103238,3358808,0.5497572710516524,0.3997585690674189,0.018946703472624848,0.03153745640830384,0.06876763692532173,0.06875686504475488,0.06829382407985028,0.07060384742052345,-197.1162,194.71289,201.16382,-193.7929,200.2633,-181.50813,179.96338,189.4169,-199.75598,-172.32785,-196.6015,-198.00783,-205.23175,-176.83984,-190.52893,-195.3759
153171,162916,125975,6351,9371,304613,1788547,1383450,72069,103266,3347332,0.5348294393213684,0.41355753037460646,0.02084940563928657,0.03076362466473854,0.09108846454691993,0.09105858542050671,0.08812388128043958,0.09074622818739952,-89.2387,87.91208,89.93435,-88.84112,91.13674,-83.94771,81.60268,85.17378,-90.22096,-78.65182,-89.10714,-90.38511,-92.76245,-80.25761,-85.70363,-88.70124
153358,168657,122974,6377,9299,307307,2172764,1589302,80153,119731,3961950,0.5488225129918941,0.400166608635664,0.02075123573494909,0.0302596426374928,0.07762324854425055,0.07737610598866672,0.07956034084812795,0.07766576742865257,-241.0642,238.20695,245.18925,-236.03113,245.14227,-223.6545,221.23923,230.47704,-244.91682,-210.4961,-241.32834,-240.6971,-249.767,-215.713,-232.43857,-237.1538
333561,113385,80599,4294,6308,204586,1429883,1013778,52776,80294,2576731,0.5542168085792771,0.39396146363876317,0.020988728456492623,0.030832999325467042,0.07929669770183995,0.07950359940736532,0.08136274063968471,0.07856128726928538,-164.84137,162.16484,166.93005,-160.96895,167.14085,-153.47792,152.14323,156.69046,-167.84601,-144.0606,-164.94217,-164.26083,-170.11969,-147.23576,-158.33398,-161.29108
333600,86850,64073,3562,5415,159900,1532857,1148986,56358,89566,2827767,0.5431519699812383,0.40070669168230144,0.022276422764227644,0.033864915572232646,0.05665890556000984,0.0557648221997483,0.06320309450299869,0.060458209588459905,-197.71721,197.94583,200.60655,-196.87392,200.9196,-186.1483,180.13226,190.86807,-201.80272,-174.41533,-197.41785,-197.52985,-205.47546,-177.41093,-190.83134,-195.82965
333733,118437,87767,4603,6906,217713,2030242,1490023,76508,114469,3711242,0.5440051811329595,0.40313164579055916,0.02114251330880563,0.031720659767675796,0.05833639536567562,0.05890311760288264,0.06016364301772364,0.06033074456839843,-190.80528,187.39905,193.23683,-186.29951,193.45676,-178.22523,176.01195,180.8594,-194.3184,-166.49995,-190.61092,-189.57169,-196.35263,-170.13536,-183.17055,-186.3832
333740,89407,63949,2941,5156,161453,1429975,1015451,50557,81128,2577111,0.553764872749345,0.3960843093655739,0.01821582751636699,0.03193499036871412,0.06252347069004703,0.06297595846574576,0.05817196431750302,0.0635538901489005,-218.32841,217.84111,221.7295,-216.23994,221.98135,-204.63295,199.95068,210.47209,-223.17374,-192.17543,-218.1774,-218.42288,-226.82149,-195.49403,-211.23064,-215.47577
333772,124958,92077,4414,6900,228349,2112341,1538740,75876,115349,3842306,0.5472237671283868,0.40322926748091736,0.019330060565187497,0.030216904825508324,0.05915616844060689,0.059839219101342656,0.05817386261795561,0.05981846396587747,-219.3956,216.71844,222.87769,-215.61014,223.04956,-205.11516,201.13977,209.37314,-223.10954,-191.30673,-219.32343,-218.32713,-226.62811,-196.00255,-211.33727,-215.42319
333910,82269,63926,3427,5209,154831,1622803,1256636,66995,98079,3044513,0.5313470816567741,0.41287597444956115,0.02213381041264346,0.03364313348102124,0.050695617397798744,0.050870737429136205,0.0511530711247108,0.05311024786141784,-242.47282,240.39195,246.46576,-238.78412,246.46948,-226.53288,222.37566,232.54953,-247.04439,-212.29337,-242.58698,-241.86589,-251.10718,-216.78506,-234.0923,-238.72911
333911,129898,96719,5006,7402,239025,1693701,1253717,63811,95518,3106747,0.5434494299759439,0.4046396820416274,0.02094341596067357,0.030967472021755045,0.07669476489651951,0.0771457992513462,0.07845042390810363,0.07749324734604995,-241.67564,240.82904,245.71246,-239.9109,246.026,-227.16454,219.59088,232.77199,-245.46118,-211.65912,-241.58481,-240.5055,-250.56613,-216.80115,-232.81018,-239.1681
334317,144681,113201,5606,8468,271956,1854653,1438215,73897,106513,3473278,0.5320015002426863,0.4162474812101958,0.020613628675226876,0.03113738987189104,0.07800974090571121,0.07870937238173709,0.0758623489451534,0.07950203261573704,-233.69751,232.41556,237.63474,-231.11253,237.96336,-219.37839,213.16318,224.7551,-237.70128,-204.53091,-234.32352,-232.25143,-242.27617,-208.89127,-225.24255,-230.3056
334329,162549,125579,6564,9402,304094,1865640,1444528,74599,107974,3492741,0.5345353739304294,0.41296112386301603,0.021585430820733064,0.030918071385821488,0.087127741686499,0.08693427887863718,0.08799045563613453,0.08707651842110138,-199.24623,198.78029,202.3596,-197.54837,202.73238,-187.12117,182.31964,192.01326,-203.52545,-175.32835,-199.09836,-199.14525,-206.90138,-178.3762,-192.7758,-196.52972
334365,102394,78936,3994,6221,191545,1775810,1376407,72231,105687,3330135,0.534568900258425,0.41210159492547443,0.02085149703724973,0.032478007778850924,0.05766044790827848,0.05734931600900024,0.05529481801442594,0.058862490183277036,-155.15369,154.18517,158.1122,-153.14539,157.19624,-142.80469,141.68275,150.37808,-157.66968,-137.31618,-154.59207,-156.90857,-161.97598,-139.612,-150.35132,-154.61479
559447,113717,88985,4875,7047,214624,1394328,1084588,59859,88422,2627197,0.5298428880274341,0.414608804234382,0.022714141941255404,0.032834165796928584,0.08155685032503113,0.08204497929167573,0.08144138726006114,0.07969736038542444,-166.3612,161.90828,169.3506,-162.75746,169.46259,-156.15161,150.35104,156.6209,-167.0879,-142.61528,-166.12578,-162.39447,-169.82748,-147.1552,-158.38977,-162.12845
600930,119026,92804,5183,7318,224331,1709763,1332573,70801,100910,3214047,0.5305820417151441,0.41369226723011976,0.02310425219875987,0.032621438855976216,0.06961549641675484,0.06964271375752022,0.07320518071778648,0.0725200673867803,-168.30766,168.37662,170.21089,-167.2764,170.64554,-156.97906,153.10461,163.11562,-171.7378,-149.26926,-166.84662,-169.62923,-174.80156,-151.25175,-162.50877,-167.01637
622841,105261,76672,3527,5706,191166,1929077,1398040,69799,109158,3506074,0.5506261573710807,0.40107550505843087,0.018449933565592207,0.02984840400489627,0.05456547353993646,0.05484249377700209,0.05053080989698993,0.05227285219589952,-211.08865,208.20103,214.89035,-207.82045,215.12907,-198.2212,192.01198,201.23181,-213.67401,-183.26118,-211.3937,-208.46284,-217.5965,-188.23392,-202.67096,-207.27835
627154,115886,90292,4700,6894,217772,1635610,1265105,67196,95477,3063388,0.5321437099351616,0.4146171224950866,0.021582205242179894,0.03165696232757196,0.07085185343694402,0.07137115101118088,0.06994463956187869,0.07220587157116373,-178.74103,176.24168,182.45091,-176.31471,181.9597,-166.90302,161.84135,170.9576,-180.19443,-155.14682,-179.03096,-176.91936,-184.96938,-159.83537,-171.42622,-176.61835
628872,165883,122803,6126,9482,304294,2252355,1649027,81737,124361,4107480,0.5451405548581306,0.4035669451254379,0.020131846175080678,0.031160653841350798,0.07364869214666427,0.07446997532484308,0.07494769810489742,0.07624576836789669,-250.36034,247.79222,254.56482,-247.04904,255.26797,-235.48785,228.28409,239.30453,-253.92194,-217.84688,-250.91843,-248.04161,-258.6484,-223.60782,-240.80081,-246.0743
629607,84654,63530,2942,5004,156130,1450294,1101618,53523,88464,2693899,0.542202011144559,0.4069045026580414,0.01884327163261385,0.03205021456478575,0.058370233897402875,0.05766971854127293,0.05496702352259776,0.05656538252848616,-187.26672,186.22241,190.79681,-183.8253,190.40993,-172.51323,172.87889,180.85843,-190.99504,-164.5146,-188.06247,-188.87204,-195.61403,-168.70721,-181.66078,-185.7707
814496,55929,41702,1838,3024,102493,1568626,1164692,54018,91797,2879133,0.5456860468519802,0.40687656718019766,0.017932932005112544,0.029504453962709648,0.03565477048066269,0.035805174243490986,0.03402569513865748,0.032942253014804405,-229.82011,225.22058,233.5679,-224.65468,233.6782,-214.47672,210.25653,217.96193,-232.77861,-199.50404,-229.63234,-227.65985,-236.39882,-204.55365,-220.42729,-225.04837
1002931,23413,17509,784,1515,43221,967999,736118,35392,60412,1799921,0.5417042641308624,0.4051040003701904,0.018139330418083802,0.03505240508086347,0.024187008457653366,0.02378558872354704,0.022151898734177215,0.025077799112759053,-206.56813,205.80424,210.00267,-204.16347,210.01292,-193.03128,189.12428,198.96675,-210.77463,-181.43498,-206.51796,-206.57173,-214.49957,-185.0778,-199.81883,-203.87392
1002932,127240,95483,4914,6673,234310,2105006,1547590,78188,117024,3847808,0.5430412701122445,0.4075071486492254,0.020972216294652384,0.028479364943877768,0.06044638352574767,0.06169786571378724,0.06284851895431524,0.0570224911129341,-165.1325,164.052,168.43668,-162.87967,167.45926,-151.64688,150.91243,159.77122,-167.80855,-145.71988,-164.42926,-167.10704,-172.65826,-148.62968,-160.20543,-164.45126
24769,169346,127453,7301,9019,313119,1881187,1415564,80887,100340,3477978,0.5408359122250646,0.4070433285747591,0.023317013659343574,0.028803745540832718,0.090020821959752,0.09003690401846896,0.09026172314463388,0.08988439306358381,-242.76132,241.99396,246.4108,-240.5462,246.49355,-227.03159,222.2473,234.12999,-247.8377,-213.76039,-242.28677,-243.3591,-252.37321,-217.38243,-234.70897,-240.12553
27107,52742,39849,1846,2748,97185,1095763,806350,44828,61259,2008200,0.5426969182487009,0.4100324124093224,0.018994700828317126,0.028275968513659516,0.04813267102466501,0.049418986792335834,0.041179619880431874,0.044858714637849136,-184.28313,183.54779,187.11427,-182.25562,187.54417,-172.74326,168.90791,177.37741,-188.25542,-162.1746,-184.25035,-184.32254,-191.39531,-164.93828,-178.24501,-181.59268
27171,67804,52130,2894,3605,126433,1631056,1225706,69829,89340,3015931,0.5362840397680985,0.41231324100511735,0.022889593697847873,0.028513125528936274,0.04157061437498161,0.04253059053312948,0.04144409915651091,0.04035146630848444,-206.60345,201.88661,210.10107,-202.35208,210.39702,-193.85835,187.80841,195.40613,-208.31395,-178.43974,-206.29659,-203.37564,-211.74773,-183.62071,-197.54942,-201.99977
27172,179334,134265,7601,9428,330628,1965710,1471125,83706,103356,3623897,0.5424041520984308,0.40609083320226963,0.022989583459356134,0.028515431239943382,0.09123115820746702,0.0912668875860311,0.09080591594389889,0.09121870041410271,-261.83313,257.9269,266.2389,-256.54556,266.09964,-243.7972,240.07578,249.54259,-265.96124,-228.25844,-261.43475,-260.89136,-270.63666,-233.75009,-252.21109,-257.10257
30601,91362,65490,3339,6197,166388,1022677,734576,42342,70595,1870190,0.5490900786114383,0.39359809601653967,0.02006755294852994,0.03724427242349208,0.08933612470017416,0.08915347084576682,0.07885787161683434,0.08778242085133509,-92.13062,90.67297,92.69499,-91.68077,93.98595,-86.63348,84.15664,87.88314,-93.07237,-81.15414,-91.84094,-93.31165,-95.65056,-82.7902,-88.34013,-91.52128
46762,128940,95575,5733,6835,237083,1742461,1299415,75088,92117,3209081,0.5438601671144705,0.40312886204409426,0.024181404824470756,0.028829566016964524,0.0739987867734199,0.07355232931742361,0.07635041551246538,0.0741991163411748,-247.65005,245.86995,251.15735,-245.02614,251.67653,-232.6352,226.30531,237.23325,-252.18465,-216.59335,-247.14206,-246.64589,-256.04172,-221.35558,-238.63768,-243.75848
67202,78504,57955,3652,4829,144940,1354516,1000854,60363,87414,2503147,0.541631019732303,0.3998551124603284,0.025196633089554298,0.03331723471781427,0.05795723343245853,0.05790554866144313,0.0605006378079287,0.05524286727526483,-192.36125,190.04324,195.09494,-188.30829,195.40378,-179.07869,177.56236,183.7249,-196.30966,-168.62898,-192.61394,-192.38905,-199.29182,-172.08398,-185.4992,-188.8076
69855,39276,30398,1688,2489,73851,965155,741711,41927,65347,1814140,0.5318275988138278,0.4116125712583445,0.0228568333536445,0.03370299657418315,0.040693981795670124,0.04098361760847554,0.04026045269158299,0.03808897118459914,-170.72246,165.4987,173.56538,-166.33887,173.59671,-159.61125,155.0746,160.44032,-171.85095,-146.98862,-169.84862,-167.63432,-174.1813,-151.02426,-162.87637,-166.36397
123131,95974,72375,4037,5045,177431,1825378,1373895,78499,96406,3374178,0.5409088603457118,0.40790504477797,0.022752506608202626,0.028433588268115494,0.05257760310467202,0.05267869815378905,0.051427406718556924,0.05233076779453561,-156.90614,154.04274,158.88881,-153.18423,159.17241,-146.18373,144.9355,148.81133,-159.54532,-136.91612,-156.93272,-156.43602,-161.77892,-140.23166,-150.69615,-153.47797
332769,34961,25562,1154,2325,64002,452526,326799,14610,30335,824270,0.5462485547326646,0.39939376894472045,0.01803068654104559,0.03632698978156933,0.07725743935155108,0.07821933359649204,0.07898699520876112,0.07664414043184441,-160.62015,160.6455,162.15744,-159.4946,162.88202,-149.93253,146.43236,155.41492,-163.89565,-142.56898,-159.43393,-161.95439,-166.77963,-144.26419,-154.92763,-159.38777
332785,10152,7349,355,670,18526,212811,149565,7930,16872,387178,0.5479866134081831,0.3966857389614596,0.019162258447587174,0.03616538918277016,0.04770430099947841,0.04913582723230702,0.04476670870113493,0.039710763394973925,-141.29636,140.51518,144.1707,-139.4406,143.3083,-130.3017,129.07564,136.90318,-143.66223,-125.03887,-140.86662,-142.84009,-147.5487,-127.2823,-137.13899,-140.70311
332824,171074,128422,7484,8929,315909,1965710,1471125,83706,103356,3623897,0.5415293644688819,0.40651580043620156,0.02369036652960188,0.028264468565314695,0.08702911416231285,0.08729509728948934,0.08940816667861325,0.0863907271953249,-171.74025,170.46492,174.8876,-169.46783,173.9859,-157.77568,156.58797,166.0799,-174.35184,-151.43083,-170.66061,-173.67357,-179.22511,-154.40245,-166.3247,-170.87732
333575,141444,105476,6223,9106,262249,1655816,1228473,72217,105947,3062453,0.5393500070543643,0.4021979111455144,0.02372935645131154,0.03472272534880972,0.08542253487102432,0.08585943687814059,0.08617084619964828,0.08594863469470584,-184.14468,184.99777,186.3712,-183.95232,187.36588,-174.02446,167.91397,177.92065,-188.15347,-162.85052,-183.87328,-184.4627,-191.66768,-165.69118,-177.75735,-182.685
333593,100806,73439,4510,6740,185495,1350169,988837,57107,88925,2485038,0.5434432194937869,0.3959082455052697,0.024313323809267096,0.03633521119167633,0.07466176456428787,0.07426805429003971,0.07897455653422522,0.07579420860275513,-162.94191,163.52867,164.70253,-162.54819,165.49533,-153.4084,148.5073,157.4518,-166.50356,-144.44667,-161.96101,-163.6991,-169.40813,-146.7266,-157.29173,-161.66383
333601,89286,64487,3677,5841,163291,1228407,894111,52751,81648,2256917,0.5467906988137742,0.3949207243510053,0.02251808121696848,0.03577049561825208,0.07268437903724091,0.07212415460720202,0.06970483971867832,0.07153880070546738,-194.03706,191.10335,196.90381,-189.8531,196.93066,-180.79056,178.69876,184.99667,-197.60333,-169.58665,-194.04651,-193.37851,-200.30962,-173.2067,-186.87354,-190.29065
333607,45784,33294,2036,3161,84275,611812,443258,26883,41585,1123538,0.5432690596262236,0.39506377929397807,0.024159003263126668,0.03750815781667161,0.07483344556824645,0.07511201151473859,0.07573559498567868,0.07601298545148491,-219.21652,217.79196,222.58751,-216.69652,223.02806,-205.67358,200.66153,210.3733,-223.33835,-192.03265,-219.17465,-218.71527,-227.07193,-196.1745,-211.64886,-215.87108
333788,84724,61944,3544,5642,155854,1277960,941171,53336,86153,2358620,0.5436113285510799,0.39744889447816545,0.022739230305285716,0.036200546665468965,0.0662962847037466,0.06581588255481735,0.0664466776661167,0.06548814318712058,-198.25449,198.2697,200.92535,-197.35721,201.21729,-185.81027,180.5853,191.6384,-202.17833,-175.21667,-197.237,-199.1373,-206.09921,-178.10606,-191.43596,-196.95831
333931,154520,116015,6257,8487,285279,1686314,1265529,69601,93378,3114822,0.541645196456802,0.4066720648908612,0.021932914795691236,0.0297498238566456,0.09163180759929646,0.09167312641590987,0.08989813364750507,0.09088864614791492,-87.9613,86.666466,88.62923,-87.46996,89.77169,-82.672935,80.326866,83.94819,-88.906006,-77.45462,-87.682465,-89.00953,-91.33374,-79.10111,-84.43879,-87.31882
334016,54479,39864,2313,3708,100364,1377672,1033683,60180,90671,2562206,0.5428141564704476,0.3971942130644454,0.023046112151767564,0.03694551831333944,0.039544245654989,0.038565014612797155,0.03843469591226321,0.040895104278104354,-198.52515,194.47363,201.51581,-194.18327,201.72856,-186.00636,181.69493,187.94243,-201.24419,-172.48741,-198.16484,-196.16313,-203.80591,-176.41653,-190.24246,-193.9221
334103,78441,56168,3470,5240,143319,1572976,1160388,68356,101254,2902974,0.5473175224499194,0.39190895833769424,0.024211723497931187,0.03656179571445517,0.04986789372501551,0.048404499184755444,0.05076364913101995,0.051751041934145814,-165.00607,163.1169,167.79256,-162.7147,166.83168,-151.58162,150.19931,159.2647,-167.21368,-145.27383,-163.55498,-166.75981,-171.67644,-148.21227,-159.31192,-164.14478
334238,116973,88125,4536,6192,215826,1607890,1210642,66337,84728,2969597,0.5419782602652137,0.40831503155319565,0.02101693030496789,0.028689777876622836,0.07274937962174029,0.0727919566643153,0.06837812985211873,0.07308091776036257,-190.87285,189.66089,194.24614,-187.20918,193.98254,-175.83423,176.15419,183.81677,-194.5658,-167.65894,-191.49919,-192.4703,-199.33568,-171.73221,-184.99976,-188.81233
334273,132612,98926,5634,8719,245891,1907402,1409705,81433,124078,3522618,0.5393121342383413,0.4023164735594227,0.022912591351452474,0.03545880085078348,0.0695249349638933,0.07017496568430984,0.06918571095256223,0.07027031383484582,-204.8525,204.17067,208.5895,-202.00768,208.21313,-189.94019,188.08868,198.15465,-209.07184,-180.52087,-205.07664,-206.002,-213.57454,-183.97491,-198.7055,-202.9431
606784,119787,88846,5338,6570,220541,1423522,1058176,61762,78006,2621466,0.5431507066713219,0.40285479797407286,0.024204116241424496,0.02979037911318077,0.08414833068965566,0.08396145820733035,0.0864285482983064,0.08422429043919699,-162.78983,163.11227,164.87393,-162.35313,165.42645,-153.95686,148.6136,156.7187,-166.44643,-144.14197,-162.65222,-162.60298,-169.38007,-146.09508,-156.876,-161.15344
606787,48346,35800,1610,3302,89058,1085538,811165,39150,62801,1998654,0.5428597094028611,0.4019852231130275,0.018078106402569113,0.03707696108154237,0.044536441838056336,0.0441340541073641,0.04112388250319285,0.05257878059266572,-176.63466,171.2949,179.39836,-172.33998,179.60207,-166.0473,160.28008,165.9791,-177.8519,-152.2473,-175.63504,-173.10977,-180.04883,-156.22542,-168.34743,-171.77634
630140,171373,128348,7244,9000,315965,1905016,1425702,79650,100560,3510928,0.5423796939534442,0.4062095485259443,0.022926589970408116,0.028484167550203346,0.08995882449281266,0.09002442305615059,0.09094789704959197,0.08949880668257756,-202.26405,199.49928,205.91927,-199.91449,206.64511,-191.53993,183.43164,192.55397,-204.15106,-175.7225,-202.82213,-199.40494,-208.4669,-180.78242,-193.78561,-199.01141
813578,90188,64251,3758,6109,164306,1077094,764773,43986,73908,1959761,0.5489026572371064,0.39104475795162685,0.02287195841904739,0.0371806263922194,0.08373271042267434,0.08401316469069907,0.08543627517846587,0.08265681658277858,-145.67749,142.83597,148.45499,-143.28218,148.90378,-137.50255,131.64845,137.85396,-146.30847,-125.68287,-146.02039,-142.82727,-149.4102,-129.965,-139.15274,-142.7007
813579,162223,119427,7187,10552,299389,2040866,1508914,88276,130181,3768237,0.5418468948424959,0.39890243128505054,0.024005557986432367,0.035245115886021194,0.07948733527825932,0.0791476518873839,0.08141510716389505,0.08105637535431438,-223.4348,222.99144,227.0026,-221.6582,227.21815,-209.36488,204.41216,215.59326,-228.23578,-196.73325,-223.24232,-223.64958,-232.29701,-200.10764,-216.22432,-220.85269
818229,65756,48058,2903,3582,120299,1768963,1326967,77095,94254,3267279,0.5466047099310883,0.3994879425431633,0.024131538915535457,0.029775808610212885,0.03717206069318578,0.0362164243722715,0.03765484142940528,0.03800369215099624,-179.73183,176.92531,182.0494,-175.8035,182.24185,-167.57812,165.67357,170.86707,-183.08003,-157.11407,-179.54454,-179.17693,-185.39319,-160.5723,-172.73434,-176.00255
1002355,71267,54041,3047,4571,132926,1500199,1110327,64432,96137,2771095,0.5361404089493402,0.4065495087492289,0.02292252832402991,0.03438755397740096,0.04750503099922077,0.04867124729921906,0.04729016637695555,0.04754673018712879,-186.00873,183.00844,189.42421,-182.93524,189.57986,-174.18248,168.84305,176.90521,-187.52379,-160.86879,-186.38902,-183.41052,-191.65646,-165.99191,-178.16382,-182.81122
1002438,162348,120193,7269,10147,299957,1829561,1347969,80758,116146,3374434,0.541237577386092,0.40070076710995245,0.024233473464529916,0.03382818203942565,0.08873604105028474,0.0891659971408838,0.0900096584858466,0.08736417956709659,-212.55026,212.03839,215.65843,-211.51863,215.82654,-199.91376,193.15565,204.79697,-216.12505,-186.90259,-212.22963,-212.04593,-220.6536,-190.79466,-204.46167,-210.85764
